// overflow areas start at 449000, with 100 lines for each scenario starting at 
// 449000 + (scenarioNo - 1) * 100

//
// Scenario One
//

447244 "<GREEN>Scionaean Herald: We have heard much about you, Brasidas, and consider you an honorable man."
447245 "<GREEN>Scionaean Herald: Our ancestors came to grief because a Spartan king couldn't keep hold of his wife. We'll have nothing to do with your people."
447246 "<RED>Lysander: So much for fine speeches. Only force will win this war."
447247 "<BLUE>Cleon: I look forward to lining the hills of Scione with Spartan dead."
447248 "<RED>Brasidas: Scione is once more under the Athenian yoke!"
447249 "<RED>Brasidas: Men of Scione, come down from your steep-hilled dwellings and make a pact with Sparta willingly — else we shall haul you from the crags. "
447250 "<GREEN>Scionaean Herald: Do us no harm, Brasidas — we pledge ourselves to you."
447251 "<GREEN>Scionaean Herald: Come up here and fight. We'll see who loses their footing first."
447252 "<RED>Lysander: Vicious Eris, see how the streets of Scione run with blood."
447253 "<BLUE>Cleon: How do you hope to win this war, Spartan? Your hoplites ravaged our fields, plague ravaged our city, and still we stand."
447254 "<RED>Brasidas: Potidaeans, your mother city Corinth stands with Sparta; will you not do the same?"
447255 "<ORANGE>Potidaean Herald: Aye, the Athenians are our true enemies!"
447256 "<ORANGE>Potidaean Herald: Our ancestors left Corinth for a reason. And we shun you, too."
447257 "<RED>Lysander: Leave the speeches for the Athenians. Only force will win us victory. "
447258 "<BLUE>Cleon: I hear it was the Corinthians who provoked you into this war. Now you run around recapturing their colonies for them. Who really runs the Peloponnesian League, I wonder?"
447259 "<RED>Lysander: The Athenians have taken Potidaea!"
447260 "<RED>Brasidas: A different man than I would have turned to violence by now, but I offer you terms in peace."
447261 "<ORANGE>Potidaean Herald: You're an honorable man, Brasidas. We shall submit."
447262 "<ORANGE>Potidaean Herald: Unlike you, we do not shrink from battle."
447263 "<RED>Lysander: In Corinth, they worship Necessity and Force in the same shrine. You ought to have paid attention."
447264 "<BLUE>Cleon: Athens is stuffed with droning playwrights and whining authors these days. How refreshing to be out in the thick of the action."
447265 "<AQUA>Perdiccas: Heroic work, Brasidas, truly! You have no greater admirer than me. And how I yearn to join the fight, but… Well, my coffers are running a little low."
447266 "<AQUA>Perdiccas: Oh, you haven't the money to spare? Well, that is... Most unfortunate."
447267 "<RED>Brasidas: I am not in the habit of buying my friends, Perdiccas… I expect every obol to be put toward the war effort."
447268 "<RED>Brasidas: We should not wander further — King Perdiccas has his camp here, and may take poorly to the presence of armed men."
447269 "<AQUA>Perdiccas: I had rather hoped you Spartans would simply kick the Athenians out, not become masters of the Chalcidice yourselves. Now I see you are my true enemy."
447270 "<RED>Lysander: I know of men we might hire. Men without scruples, who can plunder a hamlet or strip a corpse in the blink of an eye. Let me loose with them, Brasidas."
447271 "<RED>Lysander: Any gold you find goes to me. Everything else you may keep."
447272 "<RED>Lysander: Take anything that shines. Burn everything else."
447273 "<RED>Lysander: Remember, you rabid hounds: loot first, then burn."
447274 "<RED>Lysander: I want to see blood on your shields."
447275 "<RED>Lysander: We will make many widows today."
447276 "<RED>Brasidas: That's enough, Lysander."
447277 "<RED>Brasidas: Call off your raiders, Lysander."
447278 "<RED>Brasidas: Tell your men to sheathe their weapons, Lysander."
447279 "<RED>Brasidas: That is enough bloodshed for now, Lysander."
447280 "<RED>Brasidas: Leash your attack dogs now, Lysander."
447281 "<RED>Brasidas: You have done enough damage for now, Lysander."
447282 "<RED>Brasidas: Amphipolis is under attack!"
447283 "<RED>Brasidas: Amphipolis is in danger!"
447284 "<RED>Brasidas: Amphipolis is in peril!"
447285 "<RED>Brasidas: We need men at Amphipolis!"
447286 "<RED>Brasidas: The Athenians attack Amphipolis!"
447287 "<RED>Brasidas: Stop the Athenians before they take Amphipolis!"
447288 "<RED>Brasidas: You are a man without honor, Cleon – and you are no soldier. Go back to ranting in the assembly, before I run you through."
447289 "<RED>Brasidas: A toast to you, men: the liberators of Greece! "
447290 "<RED>Brasidas: I offer you freedom from the Athenians. And if you will not accept it willingly, then I shall make you free."
447291 "<RED>Brasidas: These helots will fight in exchange for their freedom. "
447292 "<RED>Brasidas: These helots will fight in exchange for their freedom. After all the tombs you looted, Lysander, it is a wonder that they trust us."
447293 "<RED>Lysander: You put too much trust in these helots, Brasidas. A slave should fear his master."
447294 "<RED>Brasidas: From the shadow of Mount Athos to the borders of rocky Thrace, we have freed this land from the Athenians!"
447295 "<BLUE>Cleon: Amphipolis is mine! Pericles, Aristophanes, Thucydides, I spit on your names and your petty criticisms — I am the greatest Athenian who ever lived!"
447296 "<RED>Brasidas: Amphipolis is lost! None in the Chalcidice will put their faith in us now."
447297 "<BLUE>Cleon: Enough of these games! Fight me, Brasidas, man to man. Let me tear out that clever tongue."
447298 "<RED>Brasidas: Remember this, men: we have but one life, before we shuffle through Hades as empty-minded shades. So seize the glory I offer you now: a chance for deeds so great that poets will never cease to sing of them. Come: make yourselves immortal!"
447299 "<RED>Lysander: Victory. We've…  By the Twin Gods Brasidas, you're bleeding like a stuck pig."
447300 "<RED>Brasidas: Listen to me, Lysander: you must be Sparta's hero now. And remember: a victory without honor is no victory at all."
447301 "18. Speeches and Spears"
447302 "The Chalcidice, 424 BCE"
447303 "Athens itself may be impregnable, but its allies in the far north are ripe for the taking — and Brasidas aims to do so through persuasion, not mere force."
447304 "Acanthus"
447305 "Amphipolis"
447306 "Dium"
447307 "Torone"
447308 "Scione"
447309 "Potidaea"
447310 "Perdiccas"
447311 "+ Bring Brasidas and <Hippeus> Hippeus to the flagged vineyard next to Acanthus to persuade the city to ally with you."
447312 "+ Destroy the 3 Mills outside Acanthus to encourage the city to surrender."
447313 "+ Brasidas must survive."
447314 "- Defeat the Athenian ambush."
447315 "+ Defeat the Athenian army outside Amphipolis to make the city surrender."
447316 "+ Bring Brasidas to Amphipolis."
447317 "+ The Fort in Amphipolis must survive."
447318 "+ Have all 5 cities allied with you.\nAllied cities: <Cities Owned>"
447319 "Capture a city by:"
447320 "- Capturing its Fort"
447321 "- Building a Fort in the flagged area outside the city."
447322 "- Bringing Brasidas and <units> to the flagged areas beside cities to persuade them to ally."
447323 "- Tribute <PerdiccasGold> gold to Perdiccas to gain his allegiance."
447324 "- Recruit Lysander's Raiders at the Fort."
447325 "- Recruit Helot Hoplites at the Barracks."
447326 "+ Defeat Cleon."
447327 "- Perdiccas has betrayed you! -"
447328 "Lysander's Raiders"
447329 "Create <b>Lysander's Raiders<b> (<cost>)\nElite units that generate gold by killing units and destroying buildings.\n<hp> <attack> <armor> <piercearmor> <range>"
447330 "- Helot Hoplite created. -"
447331 "Helot Hoplite"
447332 "Create <b>Helot Hoplite<b> (<cost>)\nHelots who serve as Hoplites, loyal to Brasidas.\n<hp> <attack> <armor> <piercearmor> <range>"
447333 "- Lysander's Raiders recruited. -"
447334 "- Lysander's Raiders recalled. -"
447335 "- Helot Hoplite created. -"
447336 "Lysander's Raiders are available at the Fort."
447337 "Create <b>Lysander's Raiders<b> (<cost>)\nElite units that generate gold by killing units and destroying buildings.\n Only 20 can be fielded at any one time.\n<hp> <attack> <armor> <piercearmor> <range>"
447338 "<BLUE>Cleon attacks Amphipolis in %d"
447339 "1. You can capture cities one of two ways: either reduce the HP of the central Fort, or build a Fort of your own in the flagged area outside the walls.\n\n2. The enemy cities, allies of the Athenians, will attempt to retake captured cities.\n\n3. You cannot build Ports or Shipyards."
447340 "<AQUA>To gain the support of Perdiccas, tribute within %d"
447341 "+ Bring Brasidas to the hill east of Amphipolis to confront Cleon."
447342 "<AQUA>Time left to pay Perdiccas: %d"
447343 "Macedonians"

//
//Scenario Nineteen
//

447400 "<RED>Gylippus: Good to have you with us, Lysander! Here's the situation: the Athenians mean to enclose the city with a wall."
447401 "<RED>Gylippus: So the Syracusans are going to build a counter-wall of their own, straight upwards, and intercept the Athenians. It's up to us to protect them — and ensure that the Athenians don't progress too fast."
447402 "<RED>Gylippus: Is it true, Lysander, that you wear the armour of Brasidas, specially forged for him by all the grateful people he aided?"
447403 "<RED>Lysander: He hardly has use for it any more."
447404 "<RED>Gylippus: Tell us, Lysander: what did you learn from the great and noble Brasidas?"
447405 "<RED>Lysander: I learned that a glorious death is easily acquired. Victory is the harder thing."
447406 "<RED>Gylippus: We are very much alike, you and I: both mothakes, born to helot mothers, who worked our way up!"
447407 "<RED>Lysander: We are nothing alike. And no man I killed ever asked for my lineage."
447408 "<RED>Gylippus: I sense that we could become great friends, you and I, and accomplish wonderful things for Sparta! Maybe even enrich ourselves in the process."
447409 "<RED>Lysander: I have no need of friends. I would rather more enemies."
447410 "<RED>Gylippus: How do these vipers build their walls so quickly?"
447411 "<RED>Gylippus: Fine progress, fine progress! I would come out and help you, but I'm feeling rather gouty today. These Sicilian sausages, I think…"
447412 "<RED>Gylippus: If you want to build any further, you'll have to get rid of that Athenian fort. Terribly crafty of them to put it there, eh?"
447413 "<RED>Lysander: The fort is smoking rubble. Builders, get on with the wall."
447414 "<RED>Lysander: In every country, there are men who would do any amount of violence for coin."
447415 "<RED>Lysander: Protect the wall!"
447416 "<RED>Lysander: The Athenians attack the wall!"
447417 "<RED>Lysander: Defend the wall, now!"
447418 "<RED>Gylippus: O Zeus, they're attacking the wall!"
447419 "<RED>Gylippus: Protect the wall!"
447420 "<RED>Gylippus: They mean to bring down the wall!"
447421 "<RED>Gylippus: Stop those Athenians!"
447422 "<RED>Lysander: Sledgehammers and picks, men. Smash their wall."
447423 "<RED>Lysander: Trim back that Athenian wall."
447424 "<RED>Gylippus: The Athenians have built past us!"
447425 "<RED>Gylippus: The Athenians are ahead of us!"
447426 "<RED>Lysander: There: we have stopped the Athenians' pathetic plan. Now, time for us to go on the offensive."
447427 "<RED>Gylippus: Oho, terrific work! I was sick of the sight of that fort."
447428 "<RED>Lysander: We've razed this fort. Leave the corpses to the rats."
447429 "<RED>Gylippus: Thank the Twin Gods you're a better warrior than you are a conversationalist, Lysander!"
447430 "<RED>Lysander: This fort is rubble, its defenders shades."
447431 "<RED>Gylippus: When the ephors hear of this triumph, they are sure to honor me! Oh, and you, of course."
447432 "<RED>Lysander: Stack the bodies of these lumberjacks like firewood."
447433 "<RED>Lysander: Torch the lumber, and the bodies with them."
447434 "<RED>Lysander: No wood, no ships."
447435 "<RED>Lysander: Burn the timber."
447436 "<RED>Lysander: These lumberjacks cut their own pyre. Torch the lot."
447437 "<RED>Lysander: The Athenians think themselves invulnerable at sea. Shatter their oars, and their pride."
447438 "<RED>Lysander: If we are to win this war, there will need to be more victories at sea."
447439 "<RED>Lysander: The Athenians have no control of their appetites. Destroy their storehouses and supply ships, and watch them starve."
447440 "<RED>Lysander: Athenian olive oil burns so well."
447441 "<RED>Lysander: The Athenians will be chewing the bark from the trees."
447442 "<RED>Lysander: Let the Athenians scrabble in the dirt for sustenance."
447443 "<RED>Lysander: The sharks will feast while the Athenians starve."
447444 "<RED>Lysander: It's about time we got our hands on some proper warhorses. Nice of the Athenians to bring them for us."
447445 "<RED>Gylippus: Spartan cavalry — what a wonderful novelty!"
447446 "<RED>Gylippus: You may be an expert in violence, Lysander, but morale is also important in war. Retake the Olympieion, and the men will be inspired!"
447447 "<RED>Gylippus: Aha, the Olympieion is ours. Give the Syracusans what they need to fortify the place."
447448 "<RED>Gylippus: Make ready, Lysander — the Athenians are plotting a huge attack!"
447449 "<RED>Lysander: They are fools to attack at night, when it is hard to tell friend from foe. We shall encourage that confusion."
447450 "<RED>Lysander: That should do it."
447451 "<RED>Lysander: Dog-eyed morons. They attack their own allies."
447452 "<RED>Gylippus: The Syracusans have restored this ship for you, Lysander. Apparently belonged to an old pirate called Dionysius — came here after the Ionian Revolt to prey on Carthaginian merchants."
447453 "<RED>Gylippus: You were supposed to bring us victory, Lysander — now Syracuse falls!"
447454 "<RED>Gylippus: A glorious victory — not bad for a pair of mothakes, eh?"
447455 "<RED>Lysander: There is nothing to celebrate until Athens is destroyed. And I see now how to do it: we require a fleet."
447456 "19. To the Wall!"
447457 "Sicily, 414 BCE"
447458 "The Athenians intend to force Syracuse to surrender by enclosing it within a stone wall. The Syracusans and Spartans have the perfect response: a counter-wall."
447459 "Gylippus"
447460 "Syracuse"
447461 "Labdalon Fort"
447462 "Plemmyrion Fort"
447463 "Olympieion"
447464 "Priestess of Olympian Zeus"
447465 "Dionysius's Flagship"
447466 "Syracusan Wall"
447467 "Athenian Wall"
447468 "Supply Ship"
447469 "Taxiarch"
447470 "+ Both Forts inside Syracuse must survive."
447471 "+ Raze the Athenian Fort so the wall can continue."
447472 "+ Win the wall race: Ensure the Syracusan wall reaches the final flag first."
447473 "+ Break the Athenian naval blockade."
447474 "+ Destroy the Athenian Wall blocking the Syracusan Wall."
447475 "- Choose an elite guard for Lysander near the Fort:\nKeep Brasidas's veterans or choose Lysander's Raiders."
447476 "- Destroy <storehouse>/3 Storehouses."
447477 "- Bring Dionysius's Flagship to the Harbor."
447478 "- Defeat the Athenian troops at the Olympieion."
447479 "- Tribute 500 stone to Syracuse so they can fortify the temple."
447480 "- Move Lysander in front of <torch>/4 torches to extinguish them."
447481 "+ Destroy <forts>/4 Athenian Forts."
447482 "- Destroy <lumber camps>/5 Athenian Lumber Camps."
447483 "- Sink Athenian Supply Ships."
447484 "- Destroy Athenian stables to strengthen your cavalry."
447485 "Select <b>Lysander's Raiders<b>\nElite units generate gold by killing units and destroying buildings.\n<hp> <attack> <armor> <piercearmor> <range>"
447486 "Brasideioi"
447487 "Select <b>Brasideioi<b>\nVeterans of Brasidas's elite guard.\n<hp> <attack> <armor> <piercearmor> <range>"
447488 "- Destroy the 3 Athenian stables to gain Shock Cavalry."
447489 "- The Labdalon Fort blocks your wall! -"
447490 "- Athenian horses seized: Lancers upgraded to Shock Cavalry! -"
447491 "- Defend against a major Athenian attack on the wall."
447492 "Major Athenian attack arrives in %d"
447493 "Villagers and siege units enabled!"
447494 "Athenian Army"
447495 "Athenian Navy"
447496 "Lumber camps destroyed: The Athenian Navy can now only create weak warships!"
447497 "Storehouses destroyed: The Athenian Army will struggle to train additional soldiers!"
447498 "- Destroy <storehouse>/3 Athenian Storehouses to weaken the Athenian Army."
447499 "- Destroy <lumber camps>/5 Athenian Lumber Camps to weaken the Athenian Navy."
447500 "1. In the first part of this scenario, you cannot train villagers. To generate resources, use fishing ships to gather fish and oysters, and trade with Syracuse's Markets and Ports. Change the Merchant Ship ratio at the Port to adjust resources generated.\n\n2. The Athenians are trying to enclose Syracuse with a wall; the Syracusans are trying to build a wall up to intercept the Athenians. Ensure the Syracusans win this 'wall race' by protecting Syracuses's builders while raiding the Athenian builders when you can.\n\n3. Do not try to assault the Athenian base directly during the wall race; you are unlikely to succeed.\n\n4. Once the wall race has been won, you will gain access to villagers and siege units so that you can go on the offensive.\n\n5. Lysander now wears the armor of Brasidas; if you acquired any aura effects for Brasidas, they now belong to Lysander.\n\n6. The Athenians are powerful on both land and sea, but with their supplies destroyed, they will be vulnerable enough to defeat in combat.\n\n7. The choice of Bodyguard in this scenario will persist in future scenarios. You can choose your Bodyguard near the Fort, and recruit more of them at the Fort."
447501 "Weaken the Athenians:"
447502 "- Tribute 500 stone to the Olympieion to fortify the temple and gain a bonus."
447503 "Olympieion secured: infantry gain +30 HP!"
447504 "Use Fishing Ships to gather food and gold and Merchant Ships to trade for wood and gold."
447505 "Sicilians"
447506 "<b>Brasideioi<b>\nVeterans of Brasidas's elite guard.\n<hp> <attack> <armor> <piercearmor> <range>"
447507 "Create <b>Brasideios<b> (<cost>) \n All-purpose unique infantry unit. Strong vs. buildings and infantry. Weak vs. archers at long range. \n Only 24 can be fielded at one time.\n <i> Upgrades: attack, armor (Blacksmith); cost, speed, attack (Barracks); creation speed (Fort); more resistant to conversion (Temple).<i> \n<hp> <attack> <armor> <piercearmor> <range>"
447508 "Create <b>Brasideios<b> (<cost>) \n Unique ranged unit. Strong vs. units at long range. Weak vs. Skirmishers, Mangonels, and units at close range. \n Only 18 can be fielded at one time. \n <i> Upgrades: attack, range, armor (Blacksmith); attack, accuracy (Academy); accuracy (Archery Range); creation speed (Fort); more resistant to conversion (Temple).<i> \n <hp> <attack> <armor> <piercearmor> <range>"
447509 "Create <b>Brasideios<b> (<cost>) \n Powerful unique cavalry. Strong vs. infantry and archers. Weak vs. spear units and Priestesses. \n Only 12 can be fielded at any one time. \n <i> Upgrades: attack, armor (Blacksmith); speed, hit points (Stable); more resistant to conversion (Temple).<i> \n <hp> <attack> <armor> <piercearmor> <range>"
447510 "+ Defend the Syracusan builders; raid the Athenian builders when you can."
447511 "- Destroy the Athenian Lumber Camps to weaken their navy. -"
447512 "- You can now choose your Bodyguard near the Fort. -"


//
//Scenario Twenty
//

447600 "<ORANGE>Cyrus: I shall send you as much gold as I can, Lysander. The rest you may gather from plundering Athens' allies — just make sure to keep the shipwrights at Ephesus well-supplied."
447601 "<RED>Lysander: I am ready to rampage through Ionia. We shall have to be swift, and ready to strike the Athenian navy while they are still unprepared."
447602 "<RED>Lysander: Relish the slaughter, men, but keep your eyes fixed on Miletus: its capture will break Athenian power in Ionia."
447603 "<RED>Lysander: Four obols a day for each sailor, and a month’s pay in advance. Then we’ll sink every Athenian ship from here to the Pillars of Heracles."
447604 "<ORANGE>Cyrus: I have some particularly troublesome cities in mind for your rampage, Lysander. If you can take them, there might be some additional gold for you."
447605 "<RED>Lysander: Finish your looting quickly. We have more cities to burn."
447606 "<ORANGE>Cyrus: Beautifully done, Lysander. The Great King has sanctioned a reward — and when I succeed to the throne, I suspect I shall have further opportunities for a man like you."
447607 "<RED>Lysander: Put this towards the fleet."
447608 "<RED>Lysander: Take these resources, and build me my navy."
447609 "<RED>Lysander: Get to work, shipwrights. Any slackers will answer to me."
447610 "<RED>Lysander: I want every ship thoroughly inspected before we sail."
447611 "<RED>Lysander: Prepare the fleet for me."
447612 "<RED>Lysander: Rake the ashes over our enemies' bones, and move out."
447613 "<RED>Lysander: Gather as much as you can. We have fatter prey to hunt."
447614 "<RED>Lysander: Plunder swiftly, just like I taught you. There are more towns to ravage."
447615 "<RED>Lysander: Ransack the stores and slit the rich citizens' purses."
447616 "<RED>Lysander: Don't trip over the corpses when you leave with the loot."
447617 "<RED>Lysander: Leave the dead where they lie, and grab the loot."
447618 "<RED>Lysander: Fill our coffers with the dead men's riches."
447619 "<RED>Lysander: Empty the stores, strip the corpses, and make ready to move."
447620 "<RED>Lysander: Ignore the granaries and taverns; loot the mansions and treasuries."
447621 "<RED>Lysander: Stuff as much as you can into your packs, and prepare to move out."
447622 "<RED>Lysander: Interrogate any man wearing fine cloth: he'll have buried his gold somewhere nearby."
447623 "<RED>Lysander: All this is simply practice for when we sack Athens, men."
447624 "<RED>Lysander: None will call me mothax when I take Athens. None will call me second to Brasidas."
447625 "<RED>Lysander: Those yellow-eyed ephors sought to mock me, making me admiral of a fleet with no ships. Witless fools."
447626 "<RED>Lysander: I will have my name remembered. Lysander, victor of the Athenian War, Lord Admiral of Sparta. "
447627 "<RED>Lysander: When I tear down the walls of Athens, I will have King Agis himself gaze upon my victory, and recognize that I, Lysander, won Sparta this war."
447628 "<RED>Lysander: Even were I to deliver the scepter of Zeus himself to Sparta, those whispering rats in the Gerousia would still despise me."
447629 "<RED>Lysander: All I hear about is Brasidas — noble Brasidas, heroic Brasidas, loved by all. His nobility bought him nothing but an early death."
447630 "<ORANGE>Cyrus: You seem to be a man who appreciates a challenge, Lysander. I daresay my father's court could benefit from a few more like you."
447631 "<ORANGE>Cyrus: You know, this whole land once lived peacefully under Persian rule… Until the Athenians came."
447632 "<ORANGE>Mercenary Leader: My men have wrestled with painted Gauls, tamed the wild Scythians, speared snarling Indian elephants — and you can have us for but a handful of silver."
447633 "<ORANGE>Mercenary Leader: You're a man who knows exactly what he wants, eh?"
447634 "<ORANGE>Mercenary Captain: This war's been rough for Spartan manpower, I hear. Give us some of that gold, and we'll plug the holes in your battle-line."
447635 "<RED>Lysander: I expect you to keep pace with my men, and watch your flank."
447636 "<ORANGE>Cyrus: Miletus is always at the center of trouble in this region. I look forward to seeing you storm the city."
447637 "<ORANGE>Cyrus: I urge you to take Miletus soon, Lysander."
447638 "<ORANGE>Cyrus: You fool, Lysander: the Athenians have caught wind of your plans, and removed their fleet to a safer harbor. You have failed me!"
447639 "<ORANGE>Cyrus: So slowly do you move that the Milesians have fortified their city against you! There is no way you can take it now!"
447640 "<ORANGE>Cyrus: You have sunk my gold to the bottom of the sea! Even Aristagoras made more progress than you!"
447641 "<RED>Lysander: Miletus is wracked with infighting: the pro-Athenian democrats rule, but if we give aid to the oligarchic faction, they can help us take the city."
447642 "<RED>Lysander: It is agreed: the oligarchs will open the gates for us."
447643 "<RED>Lysander: We have purged Ionia, and now we shall cleanse the seas. Ready the fleet."
447644 "<RED>Lysander: I shall not detain you with speeches, sailors. Swoop down upon the unsuspecting Athenians, shatter their hulls like cheap amphorae, and leave a feast for the sharks."
447645 "<RED>Lysander: Fiery-eyed Phobos, hear me! Run among my foes, spread deadly fear, and I shall slit the throats of ten fat goats for you."
447646 "<RED>Lysander: Who will feed you behind your long walls now, Athenians? By Ares, I can almost taste my victory."
447647 "20. Blood and Gold"
447648 "Ionia, 407 BCE"
447649 "Lysander has been appointed admiral... An admiral without a fleet. No matter: while he builds an armada at Ephesus, he'll sack Athens' allies along the Ionian coast."
447650 "Cyrus"
447651 "Notium"
447652 "Priene"
447653 "Ionian Town"
447654 "Ionian Towns"
447655 "Milesian Democrats"
447656 "Milesian Oligarchs"
447657 "- Destroy the Wonder in Miletus."
447658 "+ Tribute Gold to Ephesus to build your fleet."
447659 "+ Plunder towns for resources (destroy their Forts/Fortified Towers)."
447660 "+ Destroy the Athenian Navy.\n<Military Population, 5> Athenian ships remaining."
447661 "- Take <Bonus City>/3 cities for Cyrus."
447662 "- Take <Bonus City>/3 cities for Cyrus to gain extra gold."
447663 "- Sack Notium."
447664 "- Capture Notium by destroying its Fort. This wealthy city will yield extra resources."
447665 "- Sack Priene."
447666 "- Capture Priene by destroying its Fort. This wealthy city will yield extra resources."
447667 "- Recruit the mercenary cavalrymen by tributing 1000 gold to the Mercenaries player."
447668 "- Support the Milesian Oligarchs (via new technology in the Fort)."
447669 "Support Milesian Oligarchs"
447670 "Use <b>Support Milesian Oligarchs<b> (<cost>)\nSend aid to the Milesian Oligarchs in their struggle against the city's Democrats, and they will open the gates for you."
447671 "- The Oligarchs have opened the gates to Miletus! -"
447672 "- You are almost out of time! Take Miletus soon. -"
447673 "- Town looted: resources plundered! -"
447674 "- City looted: resources plundered! -"
447675 "Support the Milesian oligarchs (available at the fort in Ephesus)."
447676 "- Support the Milesian Oligarchs by tributing them 1000 gold."
447677 "+ Destroy the Wonder in Miletus before the timer ends.\nDoing so will begin the naval battle."
447678 "Ships built: <Military Population, 2>\n(<ships>+ recommended)"
447679 "Sack Notium (Purple) and Priene (Teal) for large amounts of resources!"
447680 "- Build at least 90 ships."
447681 "- Build 60 ships to receive special bonus ships."
447682 "- Build 90 ships to receive special bonus ships."
447683 "- Build 120 ships to receive special bonus ships."
447684 "- Build 150 ships to receive special bonus ships."
447685 "Remember to build your fleet by sending gold to Ephesus!"
447686 "Elite Warship"
447687 "You can begin the naval battle at any time. Select the Wonder in Ephesus to do so."
447688 "Begin the naval battle"
447689 "<b>Begin the naval battle<b>\nThis will initiate the final battle with the fleet that you have built so far."
447690 "You can begin the naval battle at any time. Bring Lysander to the flagged area in Ephesus to do so, or continue to sack cities."
447691 "+ Begin the naval battle early: bring Lysander to the flagged area in Ephesus."
447692 "- Begin the naval battle: activate the button in the Ephesus Wonder."
447693 "To gain extra resources or ship bonuses:"
447694 "Elite ships have been added to your navy!"
447695 "<BLUE>Naval battle begins in %d"
447696 "1. Build a navy by tributing gold to Ephesus. Gain resources by sacking towns. You must carefully balance your gold expenditure: maintain an army to sack the towns, but ensure you build a sufficiently large fleet!\n\n2. You have a limited window of opportunity before the Athenian navy realises that you're coming. Make sure you have a sufficiently large fleet before the naval battle begins. \n\n3. If you find a Mercenary camp (Orange), you can select the tent in their camp to recruit units. You may also find a powerful Mercenary cavalry army that will join your side for a price. \n\n4. You cannot train villagers or construct buildings in this scenario."
447697 "1. Build a navy by tributing gold to Ephesus. Gain resources by sacking towns. You must carefully balance your gold expenditure: maintain an army to sack the towns, but ensure you build a sufficiently large fleet!\n\n2. You have a limited window of opportunity before the Athenian navy realises that you're coming. Make sure you have a sufficiently large fleet before the naval battle begins."
447698 "Notium looted: your ships now deal area-of-effect damage."
447699 "Priene looted: Galleys and Lemboi attack greatly increased."
447700 "Tribute the Milesian Oligarchs to gain their support."
447701 "Wonder of Miletus destroyed: Leviathan Aura Improved."
447702 "+ Maximum Fleet Size Achieved"



//
//Scenario Twenty-One
//

447800 "<RED>King Agis: You have done well to bring us this far, Lysander, but there is still much to do. First, seize a base so that I can bring in the rest of our soldiers."
447801 "<RED>Lysander: Then on to Athens. We shall surround the city, and starve its citizens into submission."
447802 "<RED>King Agis: I have heard about your appetite for death, Lysander… I expect you to conduct yourself honorably, as befits an officer of Sparta. "
447803 "<RED>King Agis: Proceeding straight to Athens may not be the wisest course. There are many other places which we might try to seize beforehand."
447804 "<RED>King Agis: We cannot count the city as ours until we raise a new fort."
447805 "<RED>King Agis: Well done, Lysander. Now build a new fort to secure the town."
447806 "<RED>King Agis: A suitable base. I shall seek the blessings of Demeter, then proceed to besieging Athens. I expect your assistance, Lysander."
447807 "<RED>King Agis: Defend my men as we set up our base, Lysander."
447808 "<RED>King Agis: Now construct a fort to secure Plataea."
447809 "<RED>Lysander: Our stranglehold grows tighter. Soon I will choke the life from Athena's city."
447810 "<RED>King Agis: Replace that fort with one of our own, and Salamis will be ours."
447811 "<RED>Lysander: Salamis was the Athenians' last refuge against the Mede. Now they lack even this shelter."
447812 "<RED>King Agis: Athens has always been wary of Aegina, looming close to their harbors. Build a fort, and secure the place for ourselves."
447813 "<RED>Lysander: I can see straight to the Piraeus from here. Soon, those quaysides will be slick with blood; those long walls will echo with the wails of the fallen."
447814 "<RED>Lysander: My my, look at what we've looted from the Aeginetans: the statue of Helios, all the way from Byzantium."
447815 "<RED>King Agis: Should we fortify Psyttaleia for ourselves, we shall have a splendid position from which to menace Athens' ports."
447816 "<RED>Lysander: Old Persian graves litter this island. The Athenians may have proved a match for the Mede, but not for us."
447817 "<RED>King Agis: Fortify the Piraeus! Leave the Athenians no route through which they can smuggle in supplies."
447818 "<RED>Lysander: No more Athenian ships will enter the Piraeus: no more silver, no more wine, no more grain. No more suckling the fruits of empire: now you will taste bitter sorrow."
447819 "<RED>Lysander: How quaint. This trireme is all that is left of the proud merchant princes of Aegina."
447820 "<ORANGE>Cyrus: As a reward for taking those cities for me, I have sent you some more gold. Ensure that it reaches your base safely — we both know the Athenians are skilled in theft."
447821 "<ORANGE>Cyrus: Those Athenian dogs have sunk my treasure ship! Find where the gold has washed ashore, and secure it — the King will not be pleased if I have inadvertently funded the Athenians."
447822 "<RED>Lysander: The Persian gold is secure."
447823 "<ORANGE>Cyrus: To ensure your victory over the Athenians, I have sent you some more gold. Make certain that it reaches your base safely — we both know the Athenians are skilled in theft."
447824 "<ORANGE>Cyrus: Since you took those cities for me, I'll throw in a little extra gold."
447825 "<ORANGE>Cyrus: Your ferocious speed seems to have deserted you… Take this additional gold, and get this finished."
447826 "<RED>King Agis: It seems you're not entirely without friends, Lysander — for assisting their coup, the oligarchs of Miletus send you aid."
447827 "<RED>Lysander: Thundering Zeus — reinforcements from Athens' allies! It seems they are too stupid to realize their masters have lost this war."
447828 "<RED>Lysander: I will put an end to this war, Athenians. I will tear down your walls, shatter your fleet, and fill your pretty temples with shrieking widows."
447829 "<RED>King Agis: The Athenians have received reinforcements from Scione — a city so stout, even Brasidas could not capture it."
447830 "<RED>King Agis: The Athenians have received reinforcements from Potidaea — a city so stout, even Brasidas could not capture it."
